"状态","现代词条","候选整理文本","基础原文","传统分类","匹配分数","备选1","备选2"
"missing","梦见梳篦","得篦子者美女至，主家室添喜","得蓖子者美女至","镜环钗钏梳蓖","0.483","子死者主添喜事","得盒子者所求得"
"missing","梦见绣花针","针线得者百事就","得外线者百事就","镜环钗钏梳蓖","0.590","霞满天百事欢悦","身人土中百事吉"
"missing","梦见绣花针","得针入手，主细巧可成","星入怀主生贵子","天地日月星辰","0.093","霜雪降主事不成","运石入家主富贵"
"exact","梦见安新床","新安床帐远人来","新安床帐远人来","床帐毡祷匙筋","1.000","钟磐有声远人来","洒扫宅舍远人来"
"missing","梦见安新床","安新床，主家室更新","屋宅更新主大吉","宫室屋宇仓库","0.194","门更新主生贵子","强贼入宅主家破"
"exact","梦见床破","床帐破损妻欲亡","床帐破损妻欲亡","床帐毡祷匙筋","1.000","床帐出门者妻亡","床帐改主官迁移"
"missing","梦见床破","床破不修，宜慎家事之衰","床帐破损妻欲亡","床帐毡祷匙筋","0.114","雪落家庭主丧事","家中生松事转丰"
"exact","梦见帐裂","帐幔坏者妻子病","帐幔坏者妻子病","床帐毡祷匙筋","1.000","床帐出门者妻亡","毁帘幔者妻有奸"
"missing","梦见帐裂","帐裂不修，宜慎家事之损","床帐破损妻欲亡","床帐毡祷匙筋","0.114","雪落家庭主丧事","家中生松事转丰"
"exact","梦见铺新席","铺席合坐得官位","铺席合坐得官位","床帐毡祷匙筋","1.000","破席者主失官位","患厕中得官禄位"
"missing","梦见铺新席","新席安坐，主家中喜事","家中欢喜百事吉","哀乐病死歌唱","0.270","家中生松事转丰","居田宅主妻喜事"
"exact","梦见碗碟破","锅铁破主丧事来","锅铁破主丧事来","床帐毡祷匙筋","1.000","雪落家庭主丧事","堂上歌乐主丧事"
"missing","梦见碗碟破","碗碟破裂，宜慎家事之失","雪落家庭主丧事","天地日月星辰","0.084","家中生松事转丰","家起高楼安稳事"
"exact","梦见盆中水","桶盛水者主大吉","桶盛水者主大吉","床帐毡祷匙筋","1.000","桶无水者主大凶","水上行者主大吉"
"missing","梦见盆中水","盆水满盈，主家中富足","家中生松事转丰","地理山石树木","0.176","家中生柏大吉利","家中分财主离散"
"exact","梦见秤","人与秤者主权位","人与秤者主权位","床帐毡祷匙筋","1.000","人送帚者主得位","铅与锡者主得财"
"missing","梦见秤","得秤入手，主公平正直","天皇明主公卿至","天地日月星辰","0.176","星入怀主生贵子","运石入家主富贵"
"exact","梦见绳锯","锯主有断决之事","锯主有断决之事","床帐毡祷匙筋","1.000","剪刀主分财之事","裆盏被主有恶事"
"missing","梦见绳锯","持锯执之，宜慎决断之机","锯主有断决之事","床帐毡祷匙筋","0.126","持执星宿大富贵","贵人与之衣冠吉"
"missing","梦见船","乘船出海，主财至","家中乘船主没财","船车游行物价","0.337","井中伏泥出主财","乘船过日月主宫"
"missing","梦见船","船翻者，主阻滞","见笋者主添子孙","地理山石树木","0.225","面对官者主大吉","腰带者主官至吉"
"exact","梦见乘船渡河","乘船渡江河得官","乘船渡江河得官","船车游行物价","1.000","乘船看日月得职","铺席合坐得官位"
"missing","梦见乘船渡河","过河平稳，主前程顺达","渡天河主有所吉","天地日月星辰","0.093","地高下不平主病","乘船过日月主宫"
"approx","梦见船破","船车破碎主不祥","船车破碎主不详","船车游行物价","0.843","笏破忧凶主不祥","床上有蚁主不祥"
"missing","梦见船破","船破不修，宜慎财事之失","船车破碎主不详","船车游行物价","0.126","笏破忧凶主不祥","失落刀剑主破财"
"exact","梦见船入门","家中乘船主没财","家中乘船主没财","船车游行物价","1.000","家中分财主离散","乘船过日月主宫"
"missing","梦见船入门","船入门户，宜慎家事之损","门户破碎有凶事","门户井灶橱厕","0.203","门户闭塞事不能","车入门主有凶事"
"missing","梦见乘车","驾车遊行禄位至","骂车游行禄位至","船车游行物价","0.590","驾鹞者主禄位至","眉与发齐禄位至"
"missing","梦见乘车","车行平稳，主百事顺意","车行主百事顺利","船车游行物价","0.611","霞满天百事欢悦","身人土中百事吉"
"exact","梦见车破","车轮折倒主破败","车轮折倒主破败","船车游行物价","1.000","车轮破夫妻相别","失落刀剑主破财"
"missing","梦见车破","车破不修，宜慎远行之险","船车破碎主不详","船车游行物价","0.233","金钗动有远行事","备马者生远行事"
"exact","梦见马驾车","四马驾车吉反凶","四马驾车吉反凶","船车游行物价","1.000","以羊驾车事不常","鹤驾车主征伐事"
"missing","梦见马驾车","马驾车行，宜慎其速以避失","四马驾车吉反凶","船车游行物价","0.290","车行主百事顺利","以羊驾车事不常"
"exact","梦见羊驾车","以羊驾车事不常","以羊驾车事不常","船车游行物价","1.000","鹤驾车主征伐事","见浮云作事不成"
"missing","梦见羊驾车","羊车行慢，宜稳重以待","车行主百事顺利","船车游行物价","0.176","以羊驾车事不常","骂车游行禄位至"
"approx","梦见拔刀","拔刀出行主大吉","拔刀出行大吉利","刀剑旌节钟鼓","0.777","行车白马主大吉","刀斧自伤主大吉"
"missing","梦见拔刀","持刀威武，主名扬一方","持刀刺人主失利","刀剑旌节钟鼓","0.253","持刀自杀者大吉","持刀相杀见血吉"
"exact","梦见持剑","带刀剑行有财利","带刀剑行有财利","刀剑旌节钟鼓","1.000","失落刀剑主破财","磨刀剑锋快大古"
"missing","梦见持剑","持剑在手，主威仪有加","剑在床头大吉利","刀剑旌节钟鼓","0.176","见手帕主有口舌","渡天河主有所吉"
"approx","梦见折刀","折刀刺人主失利","持刀刺人主失利","刀剑旌节钟鼓","0.843","同妇人行主失财","被刀刺尖出快利"
"missing","梦见折刀","折刀在手，宜慎决断之失","持刀刺人主失利","刀剑旌节钟鼓","0.084","剪刀主分财之事","人在外呼之主凶"
"approx","梦见磨剑","磨刀剑锋快大吉","磨刀剑锋快大古","刀剑旌节钟鼓","0.873","拔刀出行大吉利","刀斧自伤大吉利"
"missing","梦见磨剑","磨剑而藏，主静中蓄势","磨刀剑锋快大古","刀剑旌节钟鼓","0.123","失落刀剑主破财","与人刀剑皆主凶"
"missing","梦见铠甲","甲胄庇身主吉利","甲胄披身护吉利","刀剑旌节钟鼓","0.523","造旌盖主大吉利","自盖覆身大吉利"
"missing","梦见铠甲","披甲仗剑，主得高官","披甲杖剑得高官","文书笔墨兵器","0.613","癸天上屋得高官","猛虎大吼主得官"
"approx","梦见弓矢","持弓矢者主大吉","持弓夭者主大吉","文书笔墨兵器","0.777","面对官者主大吉","桶盛水者主大吉"
"missing","梦见弓矢","挽弓有度，主威名远播","挽弓弦断主凶恶","文书笔墨兵器","0.223","持弓夭者主大吉","天裂有分主国忧"
"approx","梦见擂鼓","打鼓有声远人来","打鼓有声远有来","刀剑旌节钟鼓","0.777","钟磐有声远人来","吹笛打鼓有吉庆"
"approx","梦见擂鼓","钟鼓大鸣，主福禄至","钟鼓大鸣福禄至","刀剑旌节钟鼓","0.814","超盖仓库福禄至","兵马入城福禄至"
"exact","梦见鸣钟","钟磐有声远人来","钟磐有声远人来","刀剑旌节钟鼓","1.000","打鼓有声远有来","洒扫宅舍远人来"
"missing","梦见鸣钟","钟声清亮，主家室和谐","强贼入宅主家破","水火盗贼灯烛","0.176","厕中干者主家破","钟磐有声远人来"
"missing","梦见旌旗","旌旂有龙大吉利","旌旗受宠大吉利","刀剑旌节钟鼓","0.463","造旌盖主大吉利","杀猪者大吉利"
"exact","梦见旌旗","抱旌节主贵人扶","抱旌节主贵人扶","刀剑旌节钟鼓","1.000","见好枕有贵人扶","身在火中贵人扶"
"approx","梦见伞盖","羽盖盖身主富贵","羽益盖身主富贵","刀剑旌节钟鼓","0.747","身被霹雳主富贵","运石入家主富贵"
"exact","梦见伞盖","造旌盖主大吉利","造旌盖主大吉利","刀剑旌节钟鼓","1.000","好被自盖主大吉","孔雀者主大吉利"
"approx","梦见鼓不鸣","见鼓不嗚凶必至","见鼓不鸣凶必至","刀剑旌节钟鼓","0.777","见鼓住声欢乐吉","来见贵人不得凶"
"missing","梦见鼓不鸣","鼓不鸣，宜慎家事之兆头","见鼓不鸣凶必至","刀剑旌节钟鼓","0.311","雪落家庭主丧事","家中生松事转丰"
"missing","梦见书","得书者，主学问有进","见读书者主聪明","文书笔墨兵器","0.336","赠彩帛者主有权","席箪者主有力助"
"missing","梦见书","阅古书，主有所悟","渡天河主有所吉","天地日月星辰","0.373","桑生井上主有忧","着白衣主有人请"
"exact","梦见捧经书","各色经书大富贵","各色经书大富贵","文书笔墨兵器","1.000","有人教书大富贵","仰面向天大富贵"
"missing","梦见捧经书","捧经在手，主智慧渐开","各色经书大富贵","文书笔墨兵器","0.107","人在外呼之主凶","屋在井中主见病"
"exact","梦见五色纸","五色纸者大益财","五色纸者大益财","文书笔墨兵器","1.000","吞五色纸诗书进","五色云主大吉昌"
"missing","梦见五色纸","五色纸入手，主财源广进","五色纸者大益财","文书笔墨兵器","0.353","吞五色纸诗书进","五色云主大吉昌"
"approx","梦见笔断","人将己笔文章退","人将已笔文章退","文书笔墨兵器","0.747","人与墨者文章进","河水砂石益文章"
"missing","梦见笔断","笔折不书，宜慎文事之失","车载不起厄事去","船车游行物价","0.084","读书文写字大吉","人将已笔文章退"
"exact","梦见教书","有人教书大富贵","有人教书大富贵","文书笔墨兵器","1.000","各色经书大富贵","仰面向天大富贵"
"missing","梦见教书","教书育人，主德泽广被","有人教书大富贵","文书笔墨兵器","0.206","破镜照人主分散","持刀刺人主失利"
"exact","梦见执笏","执笏见贵人大吉","执笏见贵人大吉","冠带衣服鞋袜","1.000","与贵人对饮大吉","屎尿污人大吉亨"
"missing","梦见执笏","持笏入朝，主官位有加","枪槊主官位吉利","刀剑旌节钟鼓","0.306","日光入屋官位至","地动主迁官位吉"
"exact","梦见佩印","佩印公爵主大吉","佩印公爵主大吉","文书笔墨兵器","1.000","五色云主大吉昌","卧于石上主大吉"
"missing","梦见佩印","佩印有信，主家室名扬","佩印信者名准出","文书笔墨兵器","0.300","佩印公爵主大吉","佩印执笏主移居"
"approx","梦见曆日","得曆日者中黄甲","得历日者中黄甲","文书笔墨兵器","0.747","自炊日中妻妾之","拾得镜者招好妻"
"missing","梦见曆日","曆日入手，主前程顺达","日入怀贵子月女","天地日月星辰","0.176","日月衔山奴欺主","日光入屋官位至"
"exact","梦见书信通达","封书信者主通达","封书信者主通达","文书笔墨兵器","1.000","道中得财主通达","见读书者主聪明"
"missing","梦见书信通达","信达千里，主远人讯到","风如吼主远信至","天地日月星辰","0.176","钟磐有声远人来","洒扫宅舍远人来"
"missing","梦见信件","得家书者，主远人有讯","见读书者主聪明","文书笔墨兵器","0.306","封书信者主通达","赠彩帛者主有权"
"missing","梦见信件","书信破损，近有讯息之扰","封书信者主通达","文书笔墨兵器","0.191","床帐破损妻欲亡","文书用印有名声"
"approx","梦见杀人","杀死他人大富贵","杀死他人人富贵","杀害斗伤打骂","0.807","有人教书大富贵","仰面向天大富贵"
"missing","梦见杀人","持刀斫人主失财，宜分情境","持刀刺人主失利","刀剑旌节钟鼓","0.408","同妇人行主失财","大道崩馅主失财"
"approx","梦见被杀","被人杀害者大吉","被人打害者大吉","杀害斗伤打骂","0.747","被人作贱者大吉","杀猪者大吉利"
"missing","梦见被杀","被杀有血，主财禄至","牛角有血主三公","牛马猪羊六畜","0.336","被杀害吉伏藏凶","被马咬有禄位至"
"exact","梦见自杀","持刀自杀者大吉","持刀自杀者大吉","杀害斗伤打骂","1.000","杀猪者大吉利","种树木者大吉昌"
"missing","梦见自杀","自伤无大碍，主旧愁离身","刀斧自伤大吉利","刀剑旌节钟鼓","0.203","刀斧自伤主大吉","持刀自杀者大吉"
"exact","梦见见血","刀伤出血主酒食","刀伤出血主酒食","杀害斗伤打骂","1.000","被刀出血得酒食","瓷碗者主酒食至"
"exact","梦见见血","炙身见血流大吉","炙身见血流大吉","杀害斗伤打骂","1.000","砍刺见血主大吉","手足浓血出大吉"
"approx","梦见受刑","被人决罚禄位至","被人疾罚禄位至","扑禁刑罚狱具","0.747","得人刀斧禄位至","被马咬有禄位至"
"approx","梦见受刑","拷讯杖责，主大吉","拷讯杖责主大贵","扑禁刑罚狱具","0.843","五色云主大吉昌","卧于石上主大吉"
"exact","梦见入狱","入牢狱主有大贵","入牢狱主有大贵","扑禁刑罚狱具","1.000","鸡抱卵主有大喜","牢狱崩坏有赦吉"
"approx","梦见入狱","坐狱中必有恩赦，宜安守以待","坐狱中必有恩赦","扑禁刑罚狱具","0.913","手持旌节有恩偿","狱中死者官事散"
"exact","梦见出狱","牢狱崩坏有赦吉","牢狱崩坏有赦吉","扑禁刑罚狱具","1.000","入牢狱主有大贵","牢狱臭污百事吉"
"approx","梦见出狱","罪人走脱疾病去，主旧厄离身","罪人走脱疾病去","扑禁刑罚狱具","0.913","还人钱物疾病去","罪人走马厄事会"
"exact","梦见枷锁","枷锁折损口舌散","枷锁折损口舌散","扑禁刑罚狱具","1.000","食馒头主口舌散","枷锁恐怖主分散"
"missing","梦见枷锁","枷锁加身，宜慎家事之执","枷锁临身疾病至","扑禁刑罚狱具","0.233","枷锁折损口舌散","枷锁入宅主大凶"
"exact","梦见杖责","自以杖决耻辱生","自以杖决耻辱生","扑禁刑罚狱具","1.000","自身取土被耻辱","拷讯杖责主大贵"
"approx","梦见杖责","被官打身，主孝服之忧","被官打身主孝服","扑禁刑罚狱具","0.944","雪不沾身主孝服","身着孝服官禄至"
"exact","梦见绳缚","绳索系身长命吉","绳索系身长命吉","身体面目齿发","1.000","绳索系身大吉利","绳索主长命大吉"
"missing","梦见绳缚","被人绑住疾病至，宜分情境","被人绑主疾病至","扑禁刑罚狱具","0.519","食猪肉主疾病至","枷锁临身疾病至"
"exact","梦见盗贼入宅","强贼入宅主家破","强贼入宅主家破","水火盗贼灯烛","1.000","军人入宅主大吉","枷锁入宅主大凶"
"approx","梦见盗贼入宅","与贼同行大吉利，宜分情境","与贼同行大吉利","水火盗贼灯烛","0.922","拔刀出行大吉利","与人吃蜜大吉利"
"approx","梦见踩屎","大便满地主富贵","大使满地主富贵","污垢沐浴凌辱","0.747","门户高大主富贵","身被霹雳主富贵"
"missing","梦见踩屎","踩屎得污，反主横财","灶下水流得横财","门户井灶橱厕","0.247","掏厕者主得横财","屎尿污身主得财"
"approx","梦见尿污衣","尿屎污身主得财","屎尿污身主得财","污垢沐浴凌辱","0.747","果林中行主得财","剪刀剪物主得财"
"missing","梦见尿污衣","屎尿污人，反主大吉","屎尿污人大吉亨","身体面目齿发","0.672","军人入宅主大吉","妇人赤身主大吉"
"exact","梦见入泥","在泥中所求不成","在泥中所求不成","污垢沐浴凌辱","1.000","车不行所求不遂","天地合所求皆得"
"missing","梦见入泥","入泥行迟，宜暂歇蓄力","入帝王官行大吉","宫室屋宇仓库","0.093","怀中琵琶行人力","在泥中所求不成"
"exact","梦见洗衣","洗染衣服皆大吉","洗染衣服皆大吉","冠带衣服鞋袜","1.000","拾得钱物皆大吉","烧香礼拜皆大吉"
"missing","梦见洗衣","洗衣净身，主家室更新","雪不沾身主孝服","天地日月星辰","0.176","羽益盖身主富贵","屋宅更新主大吉"
"exact","梦见湿衣","泥污衫衣主身辱","泥污衫衣主身辱","污垢沐浴凌辱","1.000","泥污衣裳主产凶","风吹人衣主疾病"
"missing","梦见湿衣","湿衣不晒，宜慎家事之劳","雪落家庭主丧事","天地日月星辰","0.084","家中生松事转丰","新衣攒来百事凶"
"missing","梦见走路","大道坦荡，百事顺遂","车行主百事顺利","船车游行物价","0.336","枫生屋上百事遂","霞满天百事欢悦"
"missing","梦见走路","泥路难行，主阻滞","星列行主添奴婢","天地日月星辰","0.217","果林中行主得财","船飞行主大富贵"
"missing","梦见衣服","得新衣者，主喜事","子死者主添喜事","哀乐病死歌唱","0.433","新衣攒来百事凶","居田宅主妻喜事"
"missing","梦见衣服","衣履破损，主近有口舌","铜裆主有口舌至","金银珠玉绢帛","0.352","见手帕主有口舌","桥断者主有口舌"
"missing","梦见鞋","得新鞋，主有所行","渡天河主有所吉","天地日月星辰","0.373","得靴鞋主奴婢吉","桑生井上主有忧"
"missing","梦见鞋","鞋破裂，主近有远行之扰","金钗动有远行事","镜环钗钏梳蓖","0.281","空野无人主远行","已射人必主远行"
"missing","梦见宝物","得宝者，主有大财","鼎鼐者主得大财","床帐毡祷匙筋","0.433","釜溢者主得大财","见鳖者主有得财"
"missing","梦见宝物","宝物失散，主近有损耗","米谷堆吉散主凶","田园五谷耕种","0.176","乌蛇践物失禄位","金银宝者主富贵"
"missing","梦见花朵","百花齐放，主家庭和睦","雪落家庭主丧事","天地日月星辰","0.176","强贼入宅主家破","厕中干者主家破"
"missing","梦见花朵","花开见果，主事业有成","霜雪降主事不成","天地日月星辰","0.223","见浮云作事不成","见军兵败主有凶"
"missing","梦见树木","大树参天，主家运兴旺","火烧自是主兴旺","水火盗贼灯烛","0.223","大火烧天主国安","登大树名利显扬"
"missing","梦见树木","枯树发新枝，主困境转机","树木凋零主人凶","地理山石树木","0.114","枯木再发子孙兴","着新袍主添妻妾"
"missing","梦见果实","得果而食，主心愿可遂","见馒头未食主气","饮食酒肉瓜果","0.176","食饼食饭心不遂","雷从地震主志遂"
"missing","梦见果实","果实丰收，主家业有成","强贼入宅主家破","水火盗贼灯烛","0.176","厕中干者主家破","渡天河主有所吉"
"missing","梦见礼物","受人赠物，主近得贵人扶助","抱旌节主贵人扶","刀剑旌节钟鼓","0.298","见好枕有贵人扶","身在火中贵人扶"
"missing","梦见礼物","赠物与人，主阴德之积","与人分花主分散","地理山石树木","0.223","与人公服主得职","与人笏授主官迁"
"missing","梦见笑声","众人欢笑，主家和事顺","众人着白主官事","冠带衣服鞋袜","0.270","众人着青家人散","车行主百事顺利"
"missing","梦见笑声","独自而笑，反主心事暗生","牛触人心事不成","牛马猪羊六畜","0.161","星入怀主生贵子","霜雪降主事不成"
"missing","梦见哭泣","梦中大哭，主心事得以纾解","入果园中大发财","地理山石树木","0.149","入仓库中大吉昌","放声大哭欢乐生"
"missing","梦见哭泣","为死者哭，近有念旧之情","人云死者得长命","帝王文武呼召","0.161","小儿死者主口舌","子死者主添喜事"
